1,128,1000000,32,0,10242
1,128,1000000,32,0,10295
1,128,1000000,32,0,10299
1,128,1000000,32,0,10301
1,128,1000000,32,0,10304
1,128,1000000,32,0,10306
1,128,1000000,32,0,10309
1,128,1000000,32,0,10312
1,128,1000000,32,0,10314
1,128,1000000,32,0,11733
1,128,1000000,32,0,11770
1,128,1000000,32,0,11787
1,128,1000000,32,0,11825
1,128,1000000,32,0,11865
1,128,1000000,32,0,11887
1,128,1000000,32,0,11953
1,128,1000000,32,0,11960
1,128,1000000,32,0,12009
1,128,1000000,32,0,12026
1,128,1000000,32,0,12460
1,128,1000000,32,0,12501
1,128,1000000,32,0,12578
1,128,1000000,32,0,12617
1,128,1000000,32,0,12625
1,128,1000000,32,0,12667
1,128,1000000,32,0,12706
1,128,1000000,32,0,13143
1,128,1000000,32,0,13161
1,128,1000000,32,0,13171
1,128,1000000,32,0,13188
1,128,1000000,32,0,13206
1,128,1000000,32,0,13220
1,128,1000000,32,0,13304
1,128,1000000,32,0,13323
1,128,1000000,32,0,13357
1,128,1000000,32,0,13360
1,128,1000000,32,0,13368
1,128,1000000,32,0,13391
1,128,1000000,32,0,13410
1,128,1000000,32,0,13460
1,128,1000000,32,0,13472
1,128,1000000,32,0,14192
1,128,1000000,32,0,14205
1,128,1000000,32,0,14244
1,128,1000000,32,0,14270
1,128,1000000,32,0,14277
1,128,1000000,32,0,14291
1,128,1000000,32,0,14313
1,128,1000000,32,0,14322
1,128,1000000,32,0,14337
1,128,1000000,32,0,14343
1,128,1000000,32,0,14497
1,128,1000000,32,0,14500
1,128,1000000,32,0,14520
1,128,1000000,32,0,15036
1,128,1000000,32,0,15115
1,128,1000000,32,0,15209
1,128,1000000,32,0,15241
1,128,1000000,32,0,15789
1,128,1000000,32,0,15796
1,128,1000000,32,0,15833
1,128,1000000,32,0,15890
1,128,1000000,32,0,15903
1,128,1000000,32,0,15911
1,128,1000000,32,0,15916
1,128,1000000,32,0,15918
1,128,1000000,32,0,15952
1,128,1000000,32,0,15959
1,128,1000000,32,0,15988
1,128,1000000,32,0,16031
1,128,1000000,32,0,16048
1,128,1000000,32,0,16488
1,128,1000000,32,0,16613
1,128,1000000,32,0,16624
1,128,1000000,32,0,16627
1,128,1000000,32,0,16730
1,128,1000000,32,0,16737
1,128,1000000,32,0,17264
1,128,1000000,32,0,17336
1,128,1000000,32,0,17353
1,128,1000000,32,0,17409
1,128,1000000,32,0,17427
1,128,1000000,32,0,18057
1,128,1000000,32,0,18062
1,128,1000000,32,0,18086
1,128,1000000,32,0,18128
1,128,1000000,32,0,18141
1,128,1000000,32,0,18144
1,128,1000000,32,0,18187
1,128,1000000,32,0,18190
1,128,1000000,32,0,18247
1,128,1000000,32,0,18266
1,128,1000000,32,0,18299
1,128,1000000,32,0,18314
1,128,1000000,32,0,18354
1,128,1000000,32,0,18777
1,128,1000000,32,0,18906
1,128,1000000,32,0,18993
1,128,1000000,32,0,19009
1,128,1000000,32,0,19539
1,128,1000000,32,0,19562
1,128,1000000,32,0,19576
1,128,1000000,32,0,19594
1,128,1000000,32,0,19599
1,128,1000000,32,0,19664
1,128,1000000,32,0,19667
1,128,1000000,32,0,19688
1,128,1000000,32,0,19719
1,128,1000000,32,0,19745
1,128,1000000,32,0,19791
1,128,1000000,32,0,19795
1,128,1000000,32,0,20617
1,128,1000000,32,0,20676
1,128,1000000,32,0,20726
1,128,1000000,32,0,20751
1,128,1000000,32,0,20832
1,128,1000000,32,0,20847
1,128,1000000,32,0,20886
1,128,1000000,32,0,20965
1,128,1000000,32,0,20970
1,128,1000000,32,0,21528
1,128,1000000,32,0,21611
1,128,1000000,32,0,21634
1,128,1000000,32,0,21681
1,128,1000000,32,0,21722
1,128,1000000,32,0,21756
1,128,1000000,32,0,22349
1,128,1000000,32,0,22389
1,128,1000000,32,0,10801
1,128,1000000,32,0,10870
1,128,1000000,32,0,10886
1,128,1000000,32,0,10957
1,128,1000000,32,0,11032
1,128,1000000,32,0,11093
1,128,1000000,32,0,11112
1,128,1000000,32,0,11116
1,128,1000000,32,0,11124
1,128,1000000,32,0,11151
1,128,1000000,32,0,11194
1,128,1000000,32,0,408717
1,128,1000000,32,0,452387
1,128,1000000,32,0,484059
1,128,1000000,32,0,498063
1,128,1000000,32,0,521165
1,128,1000000,32,0,565056
1,128,1000000,32,0,611345
1,128,1000000,32,0,612915
1,128,1000000,32,0,620558
1,128,1000000,32,0,682666
1,128,1000000,32,0,682924
1,128,1000000,32,0,688655
1,128,1000000,32,0,717690
1,128,1000000,32,0,719815
1,128,1000000,32,0,727948
1,128,1000000,32,0,742571
1,128,1000000,32,0,755128
1,128,1000000,32,0,755953
1,128,1000000,32,0,764253
1,128,1000000,32,0,764769
1,128,1000000,32,0,778227
1,128,1000000,32,0,795013
1,128,1000000,32,0,795104
1,128,1000000,32,0,824270
1,128,1000000,32,0,841903
1,128,1000000,32,0,841920
1,128,1000000,32,0,841934
1,128,1000000,32,0,859171
1,128,1000000,32,0,866170
1,128,1000000,32,0,875282
1,128,1000000,32,0,890335
1,128,1000000,32,0,890411
1,128,1000000,32,0,890823
1,128,1000000,32,0,896388
1,128,1000000,32,0,896654
1,128,1000000,32,0,905106
1,128,1000000,32,0,905507
1,128,1000000,32,0,914135
1,128,1000000,32,0,920796
1,128,1000000,32,0,921552
1,128,1000000,32,0,921563
1,128,1000000,32,0,930930
1,128,1000000,32,0,931417
1,128,1000000,32,0,931432
1,128,1000000,32,0,931481
1,128,1000000,32,0,942209
1,128,1000000,32,0,950513
1,128,1000000,32,0,950721
1,128,1000000,32,0,950953
1,128,1000000,32,0,952072
1,128,1000000,32,0,952097
1,128,1000000,32,0,957288
1,128,1000000,32,0,965019
1,128,1000000,32,0,977513
1,128,1000000,32,0,977990
1,128,1000000,32,0,985376
1,128,1000000,32,0,992477
1,128,1000000,32,0,998330
1,128,1000000,32,0,998379
1,128,1000000,32,0,1012936
1,128,1000000,32,0,1012985
1,128,1000000,32,0,1016330
1,128,1000000,32,0,1017016
1,128,1000000,32,0,1017020
1,128,1000000,32,0,1023358
1,128,1000000,32,0,1023609
1,128,1000000,32,0,1032241
1,128,1000000,32,0,1032387
1,128,1000000,32,0,1032509
1,128,1000000,32,0,1041518
1,128,1000000,32,0,1042159
1,128,1000000,32,0,1042204
1,128,1000000,32,0,1042232
1,128,1000000,32,0,1053135
1,128,1000000,32,0,1053326
1,128,1000000,32,0,1053437
1,128,1000000,32,0,1060379
1,128,1000000,32,0,1060532
1,128,1000000,32,0,1061375
1,128,1000000,32,0,1061384
1,128,1000000,32,0,1073799
1,128,1000000,32,0,1074059
1,128,1000000,32,0,1074096
1,128,1000000,32,0,1074162
1,128,1000000,32,0,1074243
1,128,1000000,32,0,1074922
1,128,1000000,32,0,1075283
1,128,1000000,32,0,1083273
1,128,1000000,32,0,1083286
1,128,1000000,32,0,1083394
1,128,1000000,32,0,1092511
1,128,1000000,32,0,1092763
1,128,1000000,32,0,1092993
1,128,1000000,32,0,1100295
1,128,1000000,32,0,1100320
1,128,1000000,32,0,1100884
1,128,1000000,32,0,1100917
1,128,1000000,32,0,1100986
1,128,1000000,32,0,1100993
1,128,1000000,32,0,1103098
1,128,1000000,32,0,1109598
1,128,1000000,32,0,1109607
1,128,1000000,32,0,1109609
1,128,1000000,32,0,1109637
1,128,1000000,32,0,1109705
1,128,1000000,32,0,1118259
1,128,1000000,32,0,1118291
1,128,1000000,32,0,1118295
1,128,1000000,32,0,1118298
1,128,1000000,32,0,1118300
1,128,1000000,32,0,1118301
1,128,1000000,32,0,1118303
1,128,1000000,32,0,1118334
1,128,1000000,32,0,1118366
1,128,1000000,32,0,1122126
1,128,1000000,32,0,1122349
1,128,1000000,32,0,1122416
1,128,1000000,32,0,1122824
1,128,1000000,32,0,1122833
1,128,1000000,32,0,1122881
1,128,1000000,32,0,1129846
1,128,1000000,32,0,1130017
1,128,1000000,32,0,1130231
1,128,1000000,32,0,1130253
1,128,1000000,32,0,1130722
1,128,1000000,32,0,1130841
1,128,1000000,32,0,1141828
1,128,1000000,32,0,1141913
1,128,1000000,32,0,7249
1,128,1000000,32,0,609871
1,128,1000000,32,0,735771
1,128,1000000,32,0,735828
1,128,1000000,32,0,750893
1,128,1000000,32,0,755745
1,128,1000000,32,0,764309
1,128,1000000,32,0,805857
1,128,1000000,32,0,858584
1,128,1000000,32,0,868220
1,128,1000000,32,0,898229
1,128,1000000,32,0,913493
1,128,1000000,32,0,913826
1,128,1000000,32,0,933100
1,128,1000000,32,0,962577
1,128,1000000,32,0,962646
1,128,1000000,32,0,977712
1,128,1000000,32,0,978280
1,128,1000000,32,0,986515
1,128,1000000,32,0,992593
1,128,1000000,32,0,1003382
1,128,1000000,32,0,1008020
1,128,1000000,32,0,1008236
1,128,1000000,32,0,1017270
1,128,1000000,32,0,1034579
1,128,1000000,32,0,1043010
1,128,1000000,32,0,1050928
1,128,1000000,32,0,1058115
1,128,1000000,32,0,1058185
1,128,1000000,32,0,1066652
1,128,1000000,32,0,1083155
1,128,1000000,32,0,1102329
1,128,1000000,32,0,1102675
1,128,1000000,32,0,1116590
1,128,1000000,32,0,1123181
1,128,1000000,32,0,1123870
1,128,1000000,32,0,1123897
1,128,1000000,32,0,1124170
1,128,1000000,32,0,1124180
1,128,1000000,32,0,1134215
1,128,1000000,32,0,1147378
